0	-0.131139	0.0125993	1.12916	8
1	-0.130305	0.0161938	1.12536	6
2	-0.131561	0.0155104	1.1212	7
3	-0.133479	0.0146535	1.11732	4
4	-0.135459	0.0134186	1.11353	6
5	-0.137638	0.0120212	1.10961	5
6	-0.134178	0.00928882	1.11479	5
7	-0.141981	0.00932074	1.10218	4
8	-0.1446	0.00804868	1.09885	6
9	-0.153149	0.00605037	1.09571	5
10	-0.155552	0.00432712	1.09307	4
11	0	0	0	0
12	-0.154973	0.00128408	1.08541	3
13	-0.157621	-0.000405204	1.08231	3
14	-0.160359	-0.00218617	1.07894	4
15	-0.162687	-0.00391285	1.0753	4
16	-0.16383	-0.00664941	1.07118	5
17	-0.174923	-0.0108407	1.06867	4
18	-0.171526	-0.0111244	1.06224	3
19	-0.16741	-0.011496	1.05853	4
20	-0.169332	-0.0127146	1.05491	4
21	-0.170427	-0.0142889	1.05067	4
22	-0.17079	-0.0162509	1.04689	5
23	-0.170543	-0.0182823	1.04356	6
24	-0.177326	-0.0173789	1.03807	5
25	-0.17777	-0.0165227	1.03331	6
26	-0.1768	-0.021657	1.03118	7
27	-0.175404	-0.0243162	1.02565	5
28	-0.172683	-0.0287879	1.02391	2
29	-0.179129	-0.026245	1.01803	3
30	-0.178214	-0.0293513	1.01306	5
31	-0.178958	-0.031075	1.00887	6
32	-0.179547	-0.0327513	1.00486	5
33	-0.18435	-0.0344433	0.999897	4
34	-0.183957	-0.0355127	0.995188	5
35	-0.182526	-0.0375247	0.992338	5
36	-0.186662	-0.0354233	0.987899	4
37	-0.186768	-0.0409386	0.983629	4
38	-0.182866	-0.0432	0.980002	3
39	-0.186574	-0.0440323	0.973885	2
40	-0.189692	-0.0450669	0.971252	3
41	-0.188176	-0.046089	0.965718	4
42	-0.190387	-0.0489267	0.962602	3
43	-0.191704	-0.0504622	0.957901	2
44	-0.17181	-0.0569743	0.959333	6
45	-0.192326	-0.0534563	0.949824	7
46	-0.195943	-0.0549316	0.94595	2
47	0	0	0	0
48	0	0	0	0
49	-0.196361	-0.0597995	0.933399	5
50	-0.194832	-0.0616816	0.92832	5
51	-0.196108	-0.0635109	0.926355	4
52	-0.195181	-0.0639479	0.920588	4
53	-0.198638	-0.0649019	0.917392	2
54	-0.197165	-0.0687199	0.909571	3
55	-0.197973	-0.069805	0.908427	3
56	-0.198172	-0.0687503	0.902454	5
57	0	0	0	0
58	-0.197187	-0.0686479	0.892939	5
59	-0.194822	-0.0677249	0.889372	7
60	-0.19444	-0.0685797	0.885558	5
61	-0.195688	-0.0672012	0.876427	7
62	-0.194197	-0.0667469	0.872726	5
63	-0.187076	-0.0670853	0.8727	5
64	-0.185111	-0.0665106	0.869346	5
65	-0.181794	-0.0793186	0.866561	0
66	-0.179441	-0.0788455	0.863024	0
67	-0.165458	-0.0708779	0.861804	4
68	-0.163219	-0.0703177	0.858054	3
69	-0.173428	-0.0664543	0.850627	2
70	-0.169998	-0.0666758	0.846889	3
71	-0.160713	-0.0604835	0.844882	4
72	0	0	0	0
73	-0.163627	-0.0662847	0.832975	2
74	-0.159372	-0.0657274	0.828392	4
75	-0.156423	-0.0648617	0.824851	3
76	-0.154934	-0.0645561	0.82366	2
77	-0.154706	-0.0589684	0.816781	3
78	-0.151364	-0.0610201	0.815396	8
79	-0.148349	-0.0614641	0.81051	7
80	-0.148939	-0.0637505	0.806331	9
81	-0.144245	-0.0578095	0.800363	9
82	-0.140461	-0.0570358	0.794919	6
83	-0.144284	-0.0566979	0.795406	6
84	-0.143099	-0.0554577	0.791295	7
85	-0.141634	-0.053592	0.787165	4
86	-0.142462	-0.0506341	0.78269	4
87	-0.129356	-0.0535745	0.782831	5
88	-0.139379	-0.0499679	0.774622	6
89	-0.140458	-0.0463065	0.769864	7
90	-0.139889	-0.0448867	0.765856	5
91	-0.139218	-0.0433086	0.761472	5
92	-0.138744	-0.0418333	0.757114	8
93	-0.136945	-0.0425167	0.753551	6
94	-0.136328	-0.039253	0.748728	4
95	-0.137179	-0.0375256	0.743716	7
